epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/l1_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/l1_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,62.7853,2.42369,8.67399,0.67848,4.40667,0.02811,26.0522,0.64393,0.0932,0.0545,0.01847,0.00039,0.00468,3e-05,1e-05,2.17212,8.82801,0.62484,4.37315,0.02373,0,0.000360588,0.000360588,0.000360588
2,87.6762,2.21679,8.03661,0.5883,2.86007,0.01905,18.4362,0.66683,0.13218,0.1295,0.06096,0.41736,0.02247,0.00264,0.00039,2.10124,8.23421,0.52206,3.33682,0.02326,0,0.000723685,0.000723685,0.000723685
3,115.172,2.21674,7.96177,0.53009,2.50773,0.01742,14.8334,0.68517,0.29723,0.24355,0.09079,0.47897,0.10121,0.03385,0.00677,2.10866,7.77093,0.44022,2.9081,0.02712,0,0.00107945,0.00107945,0.00107945
4,143.511,1.94187,7.28039,0.51617,2.27871,0.01907,14.2371,0.26911,0.37527,0.2151,0.07244,0.03417,0.10875,0.0172,0.00309,2.15367,7.52687,0.39748,4.5595,0.02764,0,0.001078,0.001078,0.001078
5,169.098,1.87591,6.86149,0.50147,2.08283,0.01829,13.7168,0.33792,0.41571,0.29975,0.12391,0.05608,0.06178,0.01817,0.00378,1.93161,7.22313,0.39156,2.32814,0.02185,0,0.001067,0.001067,0.001067
6,197.904,1.91083,6.72081,0.46589,1.93726,0.0174,12.7668,0.56873,0.37928,0.32337,0.1399,0.50884,0.06486,0.05489,0.01295,1.86377,6.912,0.36528,2.14755,0.02102,0,0.00105601,0.00105601,0.00105601
7,225.347,1.84908,6.35862,0.43415,1.79895,0.01768,12.4044,0.62261,0.36919,0.35167,0.15054,0.33246,0.10817,0.06869,0.01669,1.85946,6.68233,0.32102,1.95532,0.02172,0,0.00104501,0.00104501,0.00104501
8,253.024,1.87148,6.45576,0.40518,1.70719,0.01525,11.3511,0.52247,0.40693,0.32612,0.14595,0.29959,0.13528,0.06024,0.01335,1.75615,6.5587,0.30871,2.02087,0.01989,0,0.00103401,0.00103401,0.00103401
9,279.396,1.82528,6.41191,0.40424,1.63584,0.01523,11.4509,0.58931,0.39382,0.35944,0.14983,0.30845,0.11453,0.06122,0.01649,1.80455,6.44055,0.29658,1.93023,0.0201,0,0.00102301,0.00102301,0.00102301
10,304.335,1.70823,5.9604,0.39226,1.6399,0.0178,11.8686,0.35041,0.38287,0.36449,0.16023,0.12146,0.18392,0.06736,0.01249,1.74998,6.21227,0.27953,1.7924,0.01948,0,0.00101201,0.00101201,0.00101201
11,333.331,1.82257,6.22271,0.37854,1.6401,0.01739,11.5044,0.62399,0.38935,0.39303,0.16981,0.31209,0.1482,0.08577,0.02235,1.86684,6.07474,0.26807,1.63701,0.02079,0,0.00100101,0.00100101,0.00100101
12,360.605,1.74892,6.14903,0.39,1.64947,0.01563,11.3228,0.64368,0.39636,0.39456,0.1903,0.37603,0.1768,0.11775,0.03011,1.70968,5.99928,0.2921,1.73237,0.01968,0,0.000990012,0.000990012,0.000990012
13,388.474,1.6844,5.70554,0.35418,1.53768,0.01467,10.4958,0.63492,0.42419,0.34759,0.16446,0.4206,0.22636,0.1341,0.03178,1.77532,5.91538,0.25743,1.98793,0.01952,0,0.000979013,0.000979013,0.000979013
14,414.272,1.68641,5.65708,0.35677,1.5573,0.01576,10.7233,0.63223,0.4677,0.51693,0.24511,0.42921,0.31874,0.22068,0.05566,1.66778,5.45836,0.2413,1.52122,0.01885,0,0.000968014,0.000968014,0.000968014
15,443.04,1.63736,5.64988,0.3524,1.5216,0.01525,10.6804,0.65274,0.4293,0.48985,0.22808,0.41453,0.31267,0.17892,0.04573,1.70135,5.31131,0.2311,1.92925,0.0205,0,0.000957015,0.000957015,0.000957015
16,469.912,1.69066,5.75525,0.33621,1.47972,0.01419,10.4334,0.67547,0.39304,0.51353,0.24534,0.4302,0.22405,0.17645,0.04407,1.69042,5.35355,0.25654,1.45844,0.01973,0,0.000946016,0.000946016,0.000946016
17,495.671,1.63682,5.50863,0.34858,1.50537,0.01594,10.6113,0.50612,0.60553,0.54843,0.27594,0.19896,0.22712,0.15691,0.04332,1.58821,5.45064,0.23581,1.45755,0.01852,0,0.000935018,0.000935018,0.000935018
18,524.066,1.56238,5.53809,0.33221,1.41187,0.01555,10.6939,0.63953,0.53012,0.6164,0.32182,0.40553,0.24967,0.16489,0.04132,1.59163,5.46104,0.21837,1.4017,0.01814,0,0.000924019,0.000924019,0.000924019
19,552.523,1.61698,5.60944,0.32467,1.44439,0.01419,10.5144,0.58201,0.59492,0.5631,0.26219,0.21037,0.27495,0.19295,0.05849,1.65015,5.37455,0.21548,1.27618,0.01864,0,0.00091302,0.00091302,0.00091302
20,578.244,1.63658,5.66521,0.33583,1.43738,0.0137,10.0355,0.6547,0.51661,0.56466,0.27831,0.432,0.27247,0.21033,0.06473,1.63607,5.40231,0.22809,1.43531,0.01898,0,0.000902021,0.000902021,0.000902021
21,604.892,1.59808,5.61271,0.3422,1.40535,0.01472,10.0848,0.58076,0.58314,0.48106,0.23158,0.26333,0.29813,0.20844,0.06633,1.64733,5.55792,0.22214,1.41294,0.01902,0,0.000891022,0.000891022,0.000891022
22,632.153,1.60608,5.62146,0.31172,1.34501,0.0135,9.79126,0.58721,0.56537,0.54255,0.27878,0.24198,0.30435,0.22591,0.08144,1.5948,5.33096,0.20684,1.34722,0.01922,0,0.000880023,0.000880023,0.000880023
23,658.59,1.52852,5.2518,0.32161,1.31341,0.01488,10.1329,0.66693,0.4522,0.45104,0.25018,0.44667,0.23456,0.19184,0.06385,1.47351,5.26365,0.21994,1.5205,0.01612,0,0.000869024,0.000869024,0.000869024
24,685.534,1.5708,5.28508,0.30451,1.28135,0.01448,10.0816,0.67072,0.42184,0.47084,0.24348,0.41547,0.23791,0.19277,0.06407,1.61394,5.17183,0.20957,1.38367,0.01761,0,0.000858025,0.000858025,0.000858025
25,711.686,1.53986,5.32764,0.30851,1.315,0.01415,10.0332,0.47057,0.57055,0.51704,0.26598,0.24052,0.27113,0.21573,0.07636,1.61735,5.11405,0.19826,1.24582,0.01861,0,0.000847026,0.000847026,0.000847026
26,738.535,1.54061,5.41382,0.30994,1.31381,0.01379,9.86036,0.51523,0.56768,0.52902,0.26815,0.2618,0.24562,0.20496,0.06941,1.59862,5.40558,0.20666,1.42697,0.01835,0,0.000836027,0.000836027,0.000836027
27,765.07,1.54968,5.20117,0.28332,1.28207,0.014,9.5357,0.59653,0.62442,0.6026,0.30238,0.26511,0.36503,0.29211,0.09562,1.54287,4.84377,0.20973,1.25722,0.01726,0,0.000825029,0.000825029,0.000825029
28,794.065,1.54869,5.24405,0.31208,1.27579,0.01383,9.47031,0.62608,0.58556,0.58346,0.29111,0.30471,0.36632,0.30421,0.0905,1.55446,5.11874,0.197,1.34749,0.01728,0,0.00081403,0.00081403,0.00081403
29,820.85,1.48696,4.74694,0.30766,1.19039,0.01395,9.4289,0.69989,0.51769,0.51383,0.27471,0.52864,0.35411,0.27793,0.09717,1.511,4.86109,0.20679,1.22472,0.01656,0,0.000803031,0.000803031,0.000803031
